,Place,Consumed,Name,Contest,Location,Date,Minutes
207,1st,29.5,"Gordon ""Hungry"" Hazzard",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2018-08-11,10.0
208,2nd,16,Nathan Klocke,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2018-08-11,10.0
209,2nd,16,Jake Thompson,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2018-08-11,10.0
210,4th,12,"Mark ""the muncher"" Williams",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2018-08-11,10.0
211,5th,11,Tyler Aube,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2018-08-11,10.0
212,6th,9,Zachary Adams,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2018-08-11,10.0
213,7th,7.5,Aaron Adams,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2018-08-11,10.0
214,1st,7,Rene Rovtar,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Des Moines, IA",2018-08-11,10.0
215,1st,74,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
216,2nd,64,Carmen Cincotti,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
217,3rd,43,Darron Breeden,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
218,4th,41,Geoffrey Esper,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
219,5th,40,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
220,6th,37.5,Gideon Oji,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
221,7th,34,Max Suzuki,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
222,8th,33,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
223,9th,32,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
224,10th,31,Nick Wehry,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
225,11th,28,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
226,12th,27,Derek Jacobs,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
227,12th,27,"Juan ""Hungry Saiyan"" Neave",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
228,14th,25,"Gordon ""Hungry"" Hazzard",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
229,15th,24.75,George Chiger,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
230,16th,24,Steve Hendry,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
231,16th,24,Pablo Martinez,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
232,18th,21.5,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
233,18th,21.5,"Ronnie ""MegaByte"" Hartman",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
234,20th,21,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
235,21st,20,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2018-07-04,10.0
236,1st,37,Miki Sudo,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
237,2nd,28,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
238,3rd,25,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
239,4th,21,"Sarah ""Unstoppable Bab"" Rodriguez",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
240,5th,19,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
241,6th,14,Sophia Devita,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
242,7th,13,"Jingru ""Panda"" Chen",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
243,8th,12,Kassandra Zapata,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
244,9th,11,Katie Prettyman,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
245,10th,10.5,Jocelyn Young,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
246,11th,8,Tracie Dickerson,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
247,11th,8,Kathryn Tesch,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
248,11th,8,Holly Titus,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
249,14th,7,Brittany Powell,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
250,15th,6.5,Rene Rovtar,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
251,15th,6.5,Brynn Szeles,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
252,17th,5,Kristina Rovtar,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
253,18th,4,Prudence DiBenedetto,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
254,DQ,26,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2018-07-04,10.0
255,1st,34,Nick Wehry,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2018-06-24,10.0
256,2nd,28,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2018-06-24,10.0
257,3rd,14,"Michael ""Big Hoss"" Deitz",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2018-06-24,10.0
258,4th,13.25,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2018-06-24,10.0
259,5th,10,Oliver Brooks,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2018-06-24,10.0
260,1st,7,Prudence DiBenedetto,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2018-06-24,10.0
261,2nd,6,"Bailey ""Ott Dog"" Ott",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2018-06-24,10.0
262,1st,21,Gideon Oji,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Washington, DC",2018-06-23,10.0
263,2nd,15,Gregory Price,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Washington, DC",2018-06-23,10.0
264,3rd,13.5,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Washington, DC",2018-06-23,10.0
265,4th,11,Jack Caldwell,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Washington, DC",2018-06-23,10.0
266,5th,7,Shawn Redwine,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Washington, DC",2018-06-23,10.0
267,1st,7,Brittany Powell,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Washington, DC",2018-06-23,10.0
268,2nd,4,Amanda Kulick,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Washington, DC",2018-06-23,10.0
269,1st,72,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest Qualifier - exhibition,"Vallejo, CA",2018-06-16,10.0
270,1st,28,Steve Hendry,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Vallejo, CA",2018-06-16,10.0
271,1st,21,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"St. Louis, MO",2018-06-16,10.0
272,2nd,20,"Brett ""The Branimal"" Healey",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"St. Louis, MO",2018-06-16,10.0
273,2nd,20,"Ryan ""Max Carnage"" Rodacker",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Vallejo, CA",2018-06-16,10.0
274,3rd,19.5,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"St. Louis, MO",2018-06-16,10.0
275,1st,14.5,Katie Prettyman,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Vallejo, CA",2018-06-16,10.0
276,1st,12,"Jingru ""Panda"" Chen",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"St. Louis, MO",2018-06-16,10.0
277,2nd,12,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Vallejo, CA",2018-06-16,10.0
278,1st,30,George Chiger,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Norfolk, VA",2018-06-10,10.0
279,2nd,24,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Norfolk, VA",2018-06-10,10.0
280,3rd,18,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Norfolk, VA",2018-06-10,10.0
281,1st,6,Rene Rovtar,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Norfolk, VA",2018-06-10,10.0
282,1st,50,Carmen Cincotti,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Lancaster, PA",2018-06-03,10.0
283,2nd,29,George Chiger,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Lancaster, PA",2018-06-03,10.0
284,3rd,13,"Jack ""Snack Jack"" Diamond",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Lancaster, PA",2018-06-03,10.0
285,4th,11.5,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Lancaster, PA",2018-06-03,10.0
286,5th,7,Patrick Ryan,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Lancaster, PA",2018-06-03,10.0
287,6th,4,Brett Shepard,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Lancaster, PA",2018-06-03,10.0
288,1st,17.5,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Lancaster, PA",2018-06-03,10.0
289,2nd,5,Rene Rovtar,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Lancaster, PA",2018-06-03,10.0
290,3rd,4.25,Tysheema Holmes,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Lancaster, PA",2018-06-03,10.0
291,1st,45,Geoffrey Esper,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2018-06-02,10.0
292,2nd,29,George Chiger,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2018-06-02,10.0
293,3rd,22,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2018-06-02,10.0
294,4th,12,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2018-06-02,10.0
295,5th,11.5,Peter Ritter,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2018-06-02,10.0
296,6th,9.25,Ryan Laneve,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2018-06-02,10.0
297,7th,8,Donald Sadeckas,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2018-06-02,10.0
298,8th,5.75,Tyler Holmes,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2018-06-02,10.0
299,9th,4,Thomas Gaines,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2018-06-02,10.0
300,1st,6.5,Kristina Rovtar,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Syracuse, NY",2018-06-02,10.0
301,2nd,4.5,Elaine Holmes,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Syracuse, NY",2018-06-02,10.0
302,1st,27,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Arlington, TX",2018-05-26,10.0
303,2nd,20,"""Big Eater Mike"" Michael Whities",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Arlington, TX",2018-05-26,10.0
304,3rd,18.5,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Arlington, TX",2018-05-26,10.0
305,1st,8.5,Jocelyn Young,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Arlington, TX",2018-05-26,10.0
306,1st,25.5,Derek Jacobs,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Cincinnati, OH",2018-05-18,10.0
307,2nd,23,"Darrien ""Cheesecurd"" Thomas",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Cincinnati, OH",2018-05-18,10.0
308,1st,8.5,Holly Titus,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Cincinnati, OH",2018-05-18,10.0
309,1st,46.5,Darron Breeden,Nathan's Famous Hot Dog Eating Contest qualifier - men,"West Friendship, MD",2018-05-12,10.0
310,2nd,33.5,Nick Wehry,Nathan's Famous Hot Dog Eating Contest qualifier - men,"West Friendship, MD",2018-05-12,10.0
311,3rd,20,Kevin Liu,Nathan's Famous Hot Dog Eating Contest qualifier - men,"West Friendship, MD",2018-05-12,10.0
312,4th,13,Corey Yu-Yang Hsu,Nathan's Famous Hot Dog Eating Contest qualifier - men,"West Friendship, MD",2018-05-12,10.0
313,5th,12.75,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest qualifier - men,"West Friendship, MD",2018-05-12,10.0
314,6th,7.5,Jonathan Koscianski,Nathan's Famous Hot Dog Eating Contest qualifier - men,"West Friendship, MD",2018-05-12,10.0
315,7th,6.5,Bryan Shepherd,Nathan's Famous Hot Dog Eating Contest qualifier - men,"West Friendship, MD",2018-05-12,10.0
316,8th,5.5,Chris Kilgalen,Nathan's Famous Hot Dog Eating Contest qualifier - men,"West Friendship, MD",2018-05-12,10.0
317,8th,5.5,Brett Shepherd,Nathan's Famous Hot Dog Eating Contest qualifier - men,"West Friendship, MD",2018-05-12,10.0
318,10th,5,Rich Henderson,Nathan's Famous Hot Dog Eating Contest qualifier - men,"West Friendship, MD",2018-05-12,10.0
319,1st,26,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest qualifier - women,"West Friendship, MD",2018-05-12,10.0
320,1st,42.5,Max Suzuki,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2018-04-28,10.0
321,2nd,25.5,"Tom ""Goose"" Gilbert",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2018-04-28,10.0
322,3rd,17.75,Ron Koch,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2018-04-28,10.0
323,4th,8,John DeHosse,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2018-04-28,10.0
324,5th,6.5,Preston Arneson,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2018-04-28,10.0
325,6th,6,Nacoty Humphries,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2018-04-28,10.0
326,1st,29,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Las Vegas, NV",2018-04-28,10.0
327,2nd,8,Laurie Robinson,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Las Vegas, NV",2018-04-28,10.0
328,1st,31,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Valencia, CA",2018-04-21,10.0
329,1st,22,"Gordon ""Hungry"" Hazzard",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Valdosta, GA",2018-04-21,10.0
330,2nd,21,Jon Bello,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Valencia, CA",2018-04-21,10.0
331,2nd,20,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Valdosta, GA",2018-04-21,10.0
332,3rd,15,"Doug ""Cerebrus"" Ecks",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Valencia, CA",2018-04-21,10.0
333,1st,8,Steffi Valkov,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Valencia, CA",2018-04-21,10.0
334,1st,6.5,"Dee ""Princess Pi-Anna"" Martin",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Valdosta, GA",2018-04-21,10.0
335,1st,24,"Juan ""Hungry Saiyan"" Neave",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Poteet, TX",2018-04-14,10.0
336,2nd,17,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Poteet, TX",2018-04-14,10.0
337,3rd,15,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Poteet, TX",2018-04-14,10.0
338,1st,10,Kassandra Zapata,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Poteet, TX",2018-04-14,10.0
339,1st,25,Pablo Martinez,Nathan's Famous Hot Dog Eating qualifier - men,"Fort Myers, FL",2018-04-14,10.0
340,2nd,11,Jason Ruppert,Nathan's Famous Hot Dog Eating qualifier - men,"Fort Myers, FL",2018-04-14,10.0
341,1st,10,Kathryn Tesch,Nathan's Famous Hot Dog Eating qualifier - women,"Fort Myers, FL",2018-04-14,10.0
342,2nd,8.5,Rene Rovtar,Nathan's Famous Hot Dog Eating qualifier - women,"Fort Myers, FL",2018-04-14,10.0
343,1st,21.5,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Miami, FL",2018-03-31,10.0
344,2nd,13.5,Victor Aldrich,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Miami, FL",2018-03-31,10.0
345,3rd,9.5,Ryan Hadley,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Miami, FL",2018-03-31,10.0
346,4th,7,Jason Ruppert,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Miami, FL",2018-03-31,10.0
347,5th,6,Richard Rusak,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Miami, FL",2018-03-31,10.0
348,1st,7.5,Tracie Dickerson,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Miami, FL",2018-03-31,10.0
349,2nd,7.5,Rene Rovtar,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Miami, FL",2018-03-31,10.0
350,3rd,4,Brittany Broder,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Miami, FL",2018-03-31,10.0
351,1st,28.75,"Ronnie ""MegaByte"" Hartman",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2017-10-10,10.0
352,2nd,23,"""Big Eater Mike"" Michael Whities",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2017-10-10,10.0
353,3rd,19,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2017-10-10,10.0
354,1st,8.75,Brynn Szeles,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Nashville, TN",2017-10-10,10.0
355,2nd,8.5,Rene Rovtar,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Nashville, TN",2017-10-10,10.0
356,1st,28,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Portland, OR",2017-09-04,10.0
357,2nd,20,"Ryan ""Max Carnage"" Rodacker",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Portland, OR",2017-09-04,10.0
358,3rd,17,"John ""Step Daddy J"" Jugovic",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Portland, OR",2017-09-04,10.0
359,4th,9.5,"Jason ""The Erbivore"" Erb",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Portland, OR",2017-09-04,10.0
360,5th,8.5,Tim Kruse,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Portland, OR",2017-09-04,10.0
361,6th,6,Lyle Mack,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Portland, OR",2017-09-04,10.0
362,1st,17,"Sarah ""Unstoppable Bab"" Rodriguez",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Portland, OR",2017-09-04,10.0
363,2nd,6.75,"Laurie ""Ms Robinson""",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Portland, OR",2017-09-04,10.0
364,1st,28.5,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2017-08-12,10.0
365,2nd,19,Jake Thompson,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2017-08-12,10.0
366,3rd,18,"Gordon ""Hungry"" Hazzard",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2017-08-12,10.0
367,4th,16.5,"Mark ""the muncher"" Williams",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2017-08-12,10.0
368,5th,15.75,Matthew Raible,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2017-08-12,10.0
369,6th,9,Zach Adams,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2017-08-12,10.0
370,6th,9,Kameron Gray,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2017-08-12,10.0
371,6th,9,Andrew Kilborn,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2017-08-12,10.0
372,9th,6,Chris Branch,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Des Moines, IA",2017-08-12,10.0
373,1st,19,Sophia Devita,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Des Moines, IA",2017-08-12,10.0
374,1st,72,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
375,2nd,60,Carmen Cincotti,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
376,3rd,48,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
377,4th,44.5,Geoffrey Esper,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
378,5th,38.5,Darron Breeden,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
379,6th,36,Gideon Oji,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
380,7th,34,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
381,8th,33,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
382,8th,33,Yasir Salem,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
383,10th,29,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
384,11th,25,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
385,12th,23,Pablo Martinez,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
386,13th,22.5,Steve Hendry,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
387,14th,22,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
388,14th,22,Josh Miller,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
389,14th,22,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2017-07-04,10.0
