,Place,Consumed,Name,Contest,Location,Date,Minutes
1926,11th,22,"""Big"" Brian Subich",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2006-07-04,12.0
1927,13th,21.33,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2006-07-04,12.0
1928,14th,20.5,"Allen ""Shredder"" Goldstein",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2006-07-04,12.0
1929,14th,20.5,"Seaver ""the Achiever"" Miller",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2006-07-04,12.0
1930,16th,20,Robert Andersson,Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2006-07-04,12.0
1931,17th,19,"Hall ""Hoover"" Hunt",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2006-07-04,12.0
1932,18th,18,"Kamil ""the Hague"" Hamersky",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2006-07-04,12.0
1933,19th,16,Kenji Oguni,Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2006-07-04,12.0
1934,20th,1,"""Jalapeno"" Jed Donahue",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2006-07-04,12.0
1935,1st,22,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest qualifier,"Brooklyn, NY",2006-07-03,12.0
1936,2nd,18,"""The Natural"" Arturo Rios, Jr.",Nathan's Famous Hot Dog Eating Contest qualifier,"Brooklyn, NY",2006-07-03,12.0
1937,3rd,16,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest qualifier,"Brooklyn, NY",2006-07-03,12.0
1938,4th,15.5,"Russ ""The Black Hole"" Keeler",Nathan's Famous Hot Dog Eating Contest qualifier,"Brooklyn, NY",2006-07-03,12.0
1939,5th,14.75,"Don ""Moses"" Lerman",Nathan's Famous Hot Dog Eating Contest qualifier,"Brooklyn, NY",2006-07-03,12.0
1940,6th,14.5,"Joe ""JamminJoe"" LaRue",Nathan's Famous Hot Dog Eating Contest qualifier,"Brooklyn, NY",2006-07-03,12.0
1941,7th,13.5,"""Krazy"" Kevin Lipsitz",Nathan's Famous Hot Dog Eating Contest qualifier,"Brooklyn, NY",2006-07-03,12.0
1942,1st,30.5,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest qualifier,"Manhattan, NY",2006-06-27,12.0
1943,2nd,12.5,John Scrafani,Nathan's Famous Hot Dog Eating Contest qualifier,"Manhattan, NY",2006-06-27,12.0
1944,3rd,10,Frank Fumanante,Nathan's Famous Hot Dog Eating Contest qualifier,"Manhattan, NY",2006-06-27,12.0
1945,1st,33,"Pat ""Deep Dish"" Bertoletti",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlanta, GA",2006-06-24,12.0
1946,1st,21.5,"Allen ""Shredder"" Goldstein",Nathan's Famous Hot Dog Eating Contest qualifier,"Central Islip, NY",2006-06-24,12.0
1947,1st,19.5,"""Jalapeno"" Jed Donahue",Nathan's Famous Hot Dog Eating Contest qualifier,"San Francisco, CA",2006-06-24,12.0
1948,2nd,20,"Sam ""Big Country"" Vise",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlanta, GA",2006-06-24,12.0
1949,2nd,19,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest qualifier,"San Francisco, CA",2006-06-24,12.0
1950,2nd,13,Kevin Basso,Nathan's Famous Hot Dog Eating Contest qualifier,"Central Islip, NY",2006-06-24,12.0
1951,3rd,18,"Dale ""Mouth of the South"" Boone",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlanta, GA",2006-06-24,12.0
1952,3rd,15,Ron Koch,Nathan's Famous Hot Dog Eating Contest qualifier,"San Francisco, CA",2006-06-24,12.0
1953,4th,17.5,"Hall ""Hoover"" Hunt",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlanta, GA",2006-06-24,12.0
1954,5th,16,"Loren ""Bubba"" Yarbrough",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlanta, GA",2006-06-24,12.0
1955,?,11,"Paul ""BoneBreaker"" Barlow, Jr.",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlanta, GA",2006-06-24,12.0
1956,?,11,"""The Hangman"" Bruce Pobanz",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlanta, GA",2006-06-24,12.0
1957,?,9,Mike Wooldridge,Nathan's Famous Hot Dog Eating Contest qualifier,"San Francisco, CA",2006-06-24,12.0
1958,?,?,"Larry ""The Legend"" McNeil",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlanta, GA",2006-06-24,12.0
1959,1st,22.5,"Pat ""from Moonachie"" Philbin",Nathan's Famous Hot Dog Eating Contest qualifier,"Cranbury, NJ",2006-06-23,12.0
1960,2nd,20.5,"Allen ""Shredder"" Goldstein",Nathan's Famous Hot Dog Eating Contest qualifier,"Cranbury, NJ",2006-06-23,12.0
1961,3rd,15.5,"""The Natural"" Arturo Rios, Jr.",Nathan's Famous Hot Dog Eating Contest qualifier,"Cranbury, NJ",2006-06-23,12.0
1962,4th,14,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest qualifier,"Cranbury, NJ",2006-06-23,12.0
1963,5th,12.5,"""Beautiful"" Brian Seiken",Nathan's Famous Hot Dog Eating Contest qualifier,"Cranbury, NJ",2006-06-23,12.0
1964,DQ,?,"Don ""Moses"" Lerman",Nathan's Famous Hot Dog Eating Contest qualifier,"Cranbury, NJ",2006-06-23,12.0
1965,1st,21.5,"Seaver ""the Achiever"" Miller",Nathan's Famous Hot Dog Eating Contest qualifier,"West Chester, PA",2006-06-22,12.0
1966,2nd,20,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest qualifier,"West Chester, PA",2006-06-22,12.0
1967,3rd,18,"Eric ""Steakbellie"" Livingston",Nathan's Famous Hot Dog Eating Contest qualifier,"West Chester, PA",2006-06-22,12.0
1968,?,?,"Paul ""BoneBreaker"" Barlow, Jr.",Nathan's Famous Hot Dog Eating Contest qualifier,"West Chester, PA",2006-06-22,12.0
1969,?,?,Justin Mih,Nathan's Famous Hot Dog Eating Contest qualifier,"West Chester, PA",2006-06-22,12.0
1970,1st,29,"Bob ""The Notorious B.O.B."" Shoudt",Nathan's Famous Hot Dog Eating Contest qualifier,"Queens, NY",2006-06-18,12.0
1971,2nd,17,Eddie Hardy,Nathan's Famous Hot Dog Eating Contest qualifier,"Queens, NY",2006-06-18,12.0
1972,3rd,11,"""Beautiful"" Brian Seiken",Nathan's Famous Hot Dog Eating Contest qualifier,"Queens, NY",2006-06-18,12.0
1973,1st,38,"Chip ""The Phenom"" Simpson",Nathan's Famous Hot Dog Eating Contest qualifier,"Bloomington, MN",2006-06-17,12.0
1974,1st,19,Kenji Oguni,Nathan's Famous Hot Dog Eating Contest qualifier,"Tokyo, Japan",2006-06-17,12.0
1975,2nd,32,"Pat ""Deep Dish"" Bertoletti",Nathan's Famous Hot Dog Eating Contest qualifier,"Bloomington, MN",2006-06-17,12.0
1976,2nd,15.5,"Miyuki ""Eastern Queen"" Iwata",Nathan's Famous Hot Dog Eating Contest qualifier,"Tokyo, Japan",2006-06-17,12.0
1977,3rd,15,Matsumura,Nathan's Famous Hot Dog Eating Contest qualifier,"Tokyo, Japan",2006-06-17,12.0
1978,3rd,12,"Andrew ""A Bomb"" Lane",Nathan's Famous Hot Dog Eating Contest qualifier,"Bloomington, MN",2006-06-17,12.0
1979,4th,14,"""Deresque"" Matsumoto",Nathan's Famous Hot Dog Eating Contest qualifier,"Tokyo, Japan",2006-06-17,12.0
1980,4th,11,"Kevin ""The Carburetor"" Carr",Nathan's Famous Hot Dog Eating Contest qualifier,"Bloomington, MN",2006-06-17,12.0
1981,?,6.5,Ikuhisa Minowa,Nathan's Famous Hot Dog Eating Contest qualifier,"Tokyo, Japan",2006-06-17,12.0
1982,?,4.5,Mariko Fujimoto,Nathan's Famous Hot Dog Eating Contest qualifier,"Tokyo, Japan",2006-06-17,12.0
1983,?,3,Windy Tomomi,Nathan's Famous Hot Dog Eating Contest qualifier,"Tokyo, Japan",2006-06-17,12.0
1984,?,?,Dave DeGidio,Nathan's Famous Hot Dog Eating Contest qualifier,"Bloomington, MN",2006-06-17,12.0
1985,?,?,Phi Do,Nathan's Famous Hot Dog Eating Contest qualifier,"Bloomington, MN",2006-06-17,12.0
1986,?,?,Matthew Lundgren,Nathan's Famous Hot Dog Eating Contest qualifier,"Bloomington, MN",2006-06-17,12.0
1987,1st,20.5,"""Big"" Brian Subich",Nathan's Famous Hot Dog Eating Contest qualifier,"Norfolk, VA",2006-06-10,12.0
1988,2nd,20.375,"Hall ""Hoover"" Hunt",Nathan's Famous Hot Dog Eating Contest qualifier,"Norfolk, VA",2006-06-10,12.0
1989,3rd,18,"Seaver ""the Achiever"" Miller",Nathan's Famous Hot Dog Eating Contest qualifier,"Norfolk, VA",2006-06-10,12.0
1990,4th,17,Justin Mih,Nathan's Famous Hot Dog Eating Contest qualifier,"Norfolk, VA",2006-06-10,12.0
1991,1st,15.5,Justin Mih,Nathan's Famous Hot Dog Eating Contest exhibition,"Boston, MA",2006-06-04,12.0
1992,2nd,13,"Pete ""PrettyBoy"" Davekos",Nathan's Famous Hot Dog Eating Contest exhibition,"Boston, MA",2006-06-04,12.0
1993,1st,28,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest qualifier,"Tempe, AZ",2006-06-03,12.0
1994,2nd,19,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest qualifier,"Tempe, AZ",2006-06-03,12.0
1995,3rd,13,"Russell ""the Black Hole"" Blackwell",Nathan's Famous Hot Dog Eating Contest qualifier,"Tempe, AZ",2006-06-03,12.0
1996,4th,9,"Andrew ""A Bomb"" Lane",Nathan's Famous Hot Dog Eating Contest qualifier,"Tempe, AZ",2006-06-03,12.0
1997,1st,36.5,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest qualifier,"Philadelphia, PA",2006-05-27,12.0
1998,2nd,28,"Bob ""The Notorious B.O.B."" Shoudt",Nathan's Famous Hot Dog Eating Contest qualifier,"Philadelphia, PA",2006-05-27,12.0
1999,3rd,25,"""Big"" Brian Subich",Nathan's Famous Hot Dog Eating Contest qualifier,"Philadelphia, PA",2006-05-27,12.0
2000,4th,24,"Pat ""from Moonachie"" Philbin",Nathan's Famous Hot Dog Eating Contest qualifier,"Philadelphia, PA",2006-05-27,12.0
2001,5th,16.25,"Eric ""Steakbellie"" Livingston",Nathan's Famous Hot Dog Eating Contest qualifier,"Philadelphia, PA",2006-05-27,12.0
2002,?,12,"Pete ""Philly Guy"" Miernicki",Nathan's Famous Hot Dog Eating Contest qualifier,"Philadelphia, PA",2006-05-27,12.0
2003,?,11.5,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest qualifier,"Philadelphia, PA",2006-05-27,12.0
2004,?,?,"Micah ""Wing Kong"" Collins",Nathan's Famous Hot Dog Eating Contest qualifier,"Philadelphia, PA",2006-05-27,12.0
2005,1st,27.5,"Tim ""Eater X"" Janus",Nathan's Famous Hot Dog Eating Contest qualifier,"East Hartford, CT",2006-05-20,12.0
2006,2nd,25,"Pat ""from Moonachie"" Philbin",Nathan's Famous Hot Dog Eating Contest qualifier,"East Hartford, CT",2006-05-20,12.0
2007,3rd,16,"Russ ""The Black Hole"" Keeler",Nathan's Famous Hot Dog Eating Contest qualifier,"East Hartford, CT",2006-05-20,12.0
2008,?,13,"""Krazy"" Kevin Lipsitz",Nathan's Famous Hot Dog Eating Contest qualifier,"East Hartford, CT",2006-05-20,12.0
2009,?,10.5,Ryan McBride,Nathan's Famous Hot Dog Eating Contest qualifier,"East Hartford, CT",2006-05-20,12.0
2010,?,?,Kyle Erha,Nathan's Famous Hot Dog Eating Contest qualifier,"East Hartford, CT",2006-05-20,12.0
2011,?,?,Mike LeMay,Nathan's Famous Hot Dog Eating Contest qualifier,"East Hartford, CT",2006-05-20,12.0
2012,?,?,Barry Shanebrook,Nathan's Famous Hot Dog Eating Contest qualifier,"East Hartford, CT",2006-05-20,12.0
2013,?,?,"William ""Black Tie"" Stobierski",Nathan's Famous Hot Dog Eating Contest qualifier,"East Hartford, CT",2006-05-20,12.0
2014,DQ,?,"Don ""Moses"" Lerman",Nathan's Famous Hot Dog Eating Contest qualifier,"East Hartford, CT",2006-05-20,12.0
2015,1st,50,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest qualifier,"Las Vegas, NV",2006-05-18,12.0
2016,2nd,30.5,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest qualifier,"Las Vegas, NV",2006-05-18,12.0
2017,3rd,15,Ron Koch,Nathan's Famous Hot Dog Eating Contest qualifier,"Las Vegas, NV",2006-05-18,12.0
2018,4th,12.5,"Andrew ""A Bomb"" Lane",Nathan's Famous Hot Dog Eating Contest qualifier,"Las Vegas, NV",2006-05-18,12.0
2019,5th,11,Josh Heald,Nathan's Famous Hot Dog Eating Contest qualifier,"Las Vegas, NV",2006-05-18,12.0
2020,6th,10,"""El Toro"" Jimenez",Nathan's Famous Hot Dog Eating Contest qualifier,"Las Vegas, NV",2006-05-18,12.0
2021,7th,10,"Doug ""Cerebrus"" Ecks",Nathan's Famous Hot Dog Eating Contest qualifier,"Las Vegas, NV",2006-05-18,12.0
2022,1st,21.5,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest qualifier,"Sunrise, FL",2006-04-15,12.0
2023,2nd,21.5,"Joe ""JamminJoe"" LaRue",Nathan's Famous Hot Dog Eating Contest qualifier,"Sunrise, FL",2006-04-15,12.0
2024,3rd,19,"Bryan ""the Lion"" Miller",Nathan's Famous Hot Dog Eating Contest qualifier,"Sunrise, FL",2006-04-15,12.0
2025,4th,18,"Hall ""Hoover"" Hunt",Nathan's Famous Hot Dog Eating Contest qualifier,"Sunrise, FL",2006-04-15,12.0
2026,5th,13.5,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest qualifier,"Sunrise, FL",2006-04-15,12.0
2027,6th,13,"Ed Taboada, Jr.",Nathan's Famous Hot Dog Eating Contest qualifier,"Sunrise, FL",2006-04-15,12.0
2028,7th,12,"Loren ""Bubba"" Yarbrough",Nathan's Famous Hot Dog Eating Contest qualifier,"Sunrise, FL",2006-04-15,12.0
2029,8th,10,"Larry ""The Legend"" McNeil",Nathan's Famous Hot Dog Eating Contest qualifier,"Sunrise, FL",2006-04-15,12.0
2030,?,?,"Michael ""Per Diem"" Parish",Nathan's Famous Hot Dog Eating Contest qualifier,"Sunrise, FL",2006-04-15,12.0
2031,1st,49,Takeru Kobayashi,Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2032,2nd,37,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2033,3rd,32,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2034,4th,29,"Ed ""Cookie"" Jarvis",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2035,4th,29,Kenji Oguni,Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2036,6th,25.5,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2037,7th,25,Carlene LeFevre,Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2038,8th,23,Ron Koch,Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2039,9th,22.5,"Tim ""Eater X"" Janus",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2040,10th,22,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2041,10th,22,"""Hungry"" Charles Hardy",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2042,12th,20,"Pat ""from Moonachie"" Philbin",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2043,13th,19,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2044,14th,18,"Joe ""JamminJoe"" LaRue",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2045,15th,15,"Don ""Moses"" Lerman",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2046,16th,10,Rob Burns,Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2005-07-04,12.0
2047,1st,20,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest qualifier,"Queens, NY",2005-07-02,12.0
2048,1st,22.5,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest qualifier,"Manhattan, NY",2005-06-29,12.0
2049,1st,24,"Ed ""Cookie"" Jarvis",Nathan's Famous Hot Dog Eating Contest qualifier,"Central Islip, NY",2005-06-25,12.0
2050,1st,23,Carlene LeFevre,Nathan's Famous Hot Dog Eating Contest qualifier,"Atlanta, GA",2005-06-25,12.0
2051,2nd,18.75,"Bob ""The Notorious B.O.B."" Shoudt",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlanta, GA",2005-06-25,12.0
2052,2nd,?,Oleg Zhornitskiy,Nathan's Famous Hot Dog Eating Contest qualifier,"Central Islip, NY",2005-06-25,12.0
2053,3rd,18,"Loren ""Bubba"" Yarbrough",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlanta, GA",2005-06-25,12.0
2054,3rd,17.5,"Pat ""Deep Dish"" Bertoletti",Nathan's Famous Hot Dog Eating Contest qualifier,"Central Islip, NY",2005-06-25,12.0
2055,?,15,"Hall ""Hoover"" Hunt",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlanta, GA",2005-06-25,12.0
2056,?,11,"Paul ""BoneBreaker"" Barlow, Jr.",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlanta, GA",2005-06-25,12.0
2057,?,?,"Dale ""Mouth of the South"" Boone",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlanta, GA",2005-06-25,12.0
2058,1st,21,"""Hungry"" Charles Hardy",Nathan's Famous Hot Dog Eating Contest qualifier,"Cranbury, NJ",2005-06-24,12.0
2059,2nd,19,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest qualifier,"Cranbury, NJ",2005-06-24,12.0
2060,3rd,18.5,"Bob ""The Notorious B.O.B."" Shoudt",Nathan's Famous Hot Dog Eating Contest qualifier,"Cranbury, NJ",2005-06-24,12.0
2061,1st,20,"Joe ""JamminJoe"" LaRue",Nathan's Famous Hot Dog Eating Contest qualifier,"Pembroke Pines, FL",2005-06-18,12.0
2062,2nd,14,"Hall ""Hoover"" Hunt",Nathan's Famous Hot Dog Eating Contest qualifier,"Pembroke Pines, FL",2005-06-18,12.0
2063,2nd,14,Kosol Kim,Nathan's Famous Hot Dog Eating Contest qualifier,"Pembroke Pines, FL",2005-06-18,12.0
2064,?,?,"Michael ""Per Diem"" Parish",Nathan's Famous Hot Dog Eating Contest qualifier,"Pembroke Pines, FL",2005-06-18,12.0
2065,1st,32,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest qualifier,"Norfolk, VA",2005-06-11,12.0
2066,1st,19,Kenji Oguni,Nathan's Famous Hot Dog Eating Contest qualifier,"Tokyo, Japan",2005-06-11,12.0
2067,2nd,18,"Miyuki ""Eastern Queen"" Iwata",Nathan's Famous Hot Dog Eating Contest qualifier,"Tokyo, Japan",2005-06-11,12.0
2068,1st,21,Ron Koch,Nathan's Famous Hot Dog Eating Contest qualifier,"Tempe, AZ",2005-06-04,12.0
2069,1st,20.5,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest qualifier,"Daly City, CA",2005-06-04,12.0
2070,2nd,19,"""Jalapeno"" Jed Donahue",Nathan's Famous Hot Dog Eating Contest qualifier,"Daly City, CA",2005-06-04,12.0
2071,2nd,18,Carlene LeFevre,Nathan's Famous Hot Dog Eating Contest qualifier,"Tempe, AZ",2005-06-04,12.0
2072,3rd,18.5,"""Hungry"" Charles Hardy",Nathan's Famous Hot Dog Eating Contest qualifier,"Daly City, CA",2005-06-04,12.0
2073,3rd,13.5,"Mark ""The Human Vacuum"" Lyle",Nathan's Famous Hot Dog Eating Contest qualifier,"Tempe, AZ",2005-06-04,12.0
2074,4th,17,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest qualifier,"Daly City, CA",2005-06-04,12.0
2075,?,9.25,Rob Brooks,Nathan's Famous Hot Dog Eating Contest qualifier,"Daly City, CA",2005-06-04,12.0
2076,1st,22.5,"Tim ""Eater X"" Janus",Nathan's Famous Hot Dog Eating Contest qualifier,"East Hartford, CT",2005-05-28,12.0
2077,1st,20.5,"Pat ""from Moonachie"" Philbin",Nathan's Famous Hot Dog Eating Contest qualifier,"Philadelphia, PA",2005-05-28,12.0
2078,2nd,19.5,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest qualifier,"Philadelphia, PA",2005-05-28,12.0
2079,2nd,18.5,"Allen ""Shredder"" Goldstein",Nathan's Famous Hot Dog Eating Contest qualifier,"East Hartford, CT",2005-05-28,12.0
2080,3rd,18.75,"Bob ""The Notorious B.O.B."" Shoudt",Nathan's Famous Hot Dog Eating Contest qualifier,"Philadelphia, PA",2005-05-28,12.0
2081,4th,18,"""Big"" Brian Subich",Nathan's Famous Hot Dog Eating Contest qualifier,"Philadelphia, PA",2005-05-28,12.0
2082,?,12.5,Mike LeMay,Nathan's Famous Hot Dog Eating Contest qualifier,"East Hartford, CT",2005-05-28,12.0
2083,1st,27,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest qualifier,"Las Vegas, NV",2005-05-19,12.0
2084,2nd,22,Ron Koch,Nathan's Famous Hot Dog Eating Contest qualifier,"Las Vegas, NV",2005-05-19,12.0
2085,3rd,18,Carlene LeFevre,Nathan's Famous Hot Dog Eating Contest qualifier,"Las Vegas, NV",2005-05-19,12.0
2086,1st,4.46,"Ed ""Cookie"" Jarvis",Nathan's Famous World French Fry Eating Championship,"Oceanside, NY",2005-03-31,6.0
2087,2nd,?,"Tim ""Eater X"" Janus",Nathan's Famous World French Fry Eating Championship,"Oceanside, NY",2005-03-31,6.0
2088,3rd,?,"Leon ""Justice"" Feingold",Nathan's Famous World French Fry Eating Championship,"Oceanside, NY",2005-03-31,6.0
2089,4th,?,"Bob ""The Notorious B.O.B."" Shoudt",Nathan's Famous World French Fry Eating Championship,"Oceanside, NY",2005-03-31,6.0
2090,?,3,"""Beautiful"" Brian Seiken",Nathan's Famous World French Fry Eating Championship,"Oceanside, NY",2005-03-31,6.0
2091,?,?,"Eric ""Badlands"" Booker",Nathan's Famous World French Fry Eating Championship,"Oceanside, NY",2005-03-31,6.0
2092,?,?,Crazy Legs Conti,Nathan's Famous World French Fry Eating Championship,"Oceanside, NY",2005-03-31,6.0
2093,?,?,"Allen ""Shredder"" Goldstein",Nathan's Famous World French Fry Eating Championship,"Oceanside, NY",2005-03-31,6.0
2094,?,?,"""Hungry"" Charles Hardy",Nathan's Famous World French Fry Eating Championship,"Oceanside, NY",2005-03-31,6.0
2095,?,?,"Don ""Moses"" Lerman",Nathan's Famous World French Fry Eating Championship,"Oceanside, NY",2005-03-31,6.0
2096,?,?,"Corrie ""milkshake"" Monson",Nathan's Famous World French Fry Eating Championship,"Oceanside, NY",2005-03-31,6.0
2097,1st,20.5,"Don ""Moses"" Lerman",Nathan's Famous Hot Dog Eating Contest qualifier,"Saratoga Springs, NY",2004-08-22,12.0
2098,1st,53.5,Takeru Kobayashi,Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2004-07-04,12.0
2099,2nd,38,"Nobuyuki ""The Giant"" Shirota",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2004-07-04,12.0
2100,3rd,32,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2004-07-04,12.0
2101,4th,27.75,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2004-07-04,12.0
2102,5th,27,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2004-07-04,12.0
2103,5th,27,"Ed ""Cookie"" Jarvis",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2004-07-04,12.0
2104,7th,22,Ron Koch,Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2004-07-04,12.0
2105,7th,22,Carlene LeFevre,Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2004-07-04,12.0
2106,9th,21,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2004-07-04,12.0
